ID,Nume,Concurs,Profesor,grupa,dificultate,URL
846,poartas,OJI 2002,Prof. Radu Vişinescu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=957,
847,auto,ONI 2008,Stud. Adrian Airinei,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=244,
848,base3,ONI 2004,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=928,
849,secvreg,.campion 2004,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=487,
850,camion,Finala .campion 2005,Prof. Dana Lica,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=565,
851,jocv,.campion 2009,Cătălin Tiseanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=977,
852,brazi,.campion 2009,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1091,
853,parpal,Lot VN 2010,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1134,
854,pitici,Lot IS 2008,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=545,
855,poligon1,Şansa de a deveni campion 2002,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=712,
856,cuc,.campion 2005,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=364,
857,oldest,.campion 2010,Stud. Mircea Dima,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1185,
858,vector,.campion 2006,Tiberiu Lucian Florea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=298,
859,numere,ONI 2009,Prof. Constantin Gălăţan,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=153,
860,mexc,ONI 2008,Adrian Diaconu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=846,
861,mobile,.campion 2003,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=606,
862,biliard,.campion 2009,Prof. Zoltan Szabo,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=973,
863,cuvinte1,ONI 2004,Marius Andrei,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=922,
864,puncte1,ONI 2007,Mircea Paşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=630,
865,culori,Lot HD 2004,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=906,
866,shgraf,Lot IS 2008,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=561,
867,kcons,Lot VN 2010,Stud. Adrian Airinei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1136,
868,plopi,Finala .campion 2008,Stud. Adrian Airinei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=268,
869,pasune,.campion 2004,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=498,
870,3max,LOT AR 2011,Andrei Pârvu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1346,
871,acoperire,FII Competition 2011,Stud. Paul Diac,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1311,
872,arbnr,Lot IS 2008,Emilian Miron,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=542,
873,bcolor,Lot AB 2006,Emilian Miron,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=792,
874,garaj,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=715,
875,imax,Lot AB 2007,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=635,
876,join,Şansa de a deveni campion 2002,Mihai Stroe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=698,
877,microvirus,Şansa de a deveni campion 2002,Bogdan Batog,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=723,
878,pokemon,Lot VN 2010,Andrei Paul Puni,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1138,
879,texan,ONI 2005,Prof. Doru Popescu Anastasiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=752,
880,tren3,Şansa de a deveni campion 2002,Prof. Marinel Şerban,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=708,
881,tv,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=724,
882,autobuze,Finala .campion 2009,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=112,
883,capra,FII Competition 2011,Prof. Sergiu Corlat,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1324,
884,ivv,Finala .campion 2005,Marius Andrei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=540,
885,micro,FII Competition 2011,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1327,
886,module,LOT AR 2011,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1347,
887,omida,CEOI 2000,,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=679,
888,ppcover,Lot VN 2010,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1135,
889,soc,Lot AB 2006,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=807,
890,spion,ONI 2005,,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=750,
891,string,Şansa de a deveni campion 2002,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=705,
892,sarpe,Finala .campion 2009,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=119,
893,tric,ONI 2007,Ştefan Ciobâcă,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=601,
894,infinit,.campion 2006,Tiberiu Lucian Florea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=301,
895,ocean14,Finala .campion 2008,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=263,
896,cartonase,.campion 2007,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=204,
897,albine1,Lot VN 2010,Prof. Marius Nicoli,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1130,
898,text,ONI 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=167,
899,mobil,.campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1094,
900,nkbiti,.campion 2009,Stud. Mircea Dima,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=984,
901,carti,.campion 2008,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=70,
902,gramezi,.campion 2006,Mircea Paşoi,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=337,
903,otilia,.campion 2004,Silviu Gănceanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=495,
904,sokoban,.campion 2010,Prof. Lucian Ilea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1162,
905,sotron1,.campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1000,
906,an,.campion 2008,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=81,
907,3d,.campion 2007,Prof. Csaba Pătcaş,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=236,
908,fact,ONI 2006,Prof. Victor Manz,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=765,
909,sah,.campion 2006,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=283,
910,siruri3,XOR 2011,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1222,
911,blockout,Şansa de a deveni campion 2002,Bogdan Batog,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=697,
912,seif,Finala .campion 2008,Stud. Andrei Grigorean,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=264,
913,labirint,.campion 2005,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=440,
914,matrice3,.campion 2006,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=320,
915,zumzi,ONI 2006,Prof. Carmen Popescu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=772,
916,compus1,OJI 2003,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=911,
917,mutare,.campion 2003,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=610,
918,magic5,ONI 2004,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=931,
919,iepurasi,.campion 2009,stud. Vlad Duta,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1071,
920,melci,ONI 2008,Prof. Cristina Iordaiche,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=407,
921,piatra,Lot AB 2010,Prof. Zoltan Szabo,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1145,
922,sah1,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=692,
923,joc10,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=658,
924,furnici,.campion 2003,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=614,
925,johnie,.campion 2006,Stud. Daniel Păsăilă,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=315,
926,sir1,Lot AB 2007,Adrian Diaconu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=637,
927,prop,.campion 2006,Prof. Doru Popescu Anastasiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=328,
928,chimie,Finala .campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=118,
929,zar1,ONI 2011,Prof. Marius Nicoli,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1288,
930,pioni,.campion 2007,Mircea Paşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=252,
931,kinder,Lot NT 2008,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=425,
932,arbgraf,.campion 2010,Prof. Marius Nicoli,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1173,
933,sume3,.campion 2006,Prof. Dana Lica,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=311,
934,arctir,Finala .campion 2010,Prof. Zoltan Szabo,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1123,
935,bipal,.campion 2008,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=107,
936,tablou1,ONI 2001,Prof. Rodica Pintea,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1224,
937,concurs1,.campion 2004,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=519,
938,mese,.campion 2006,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=347,
939,sir6,Lot AB 2004,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=889,
940,links,.campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1058,
941,sir3,.campion 2005,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=417,
942,sir9,FII Competition 2011,Stud. Vlad Tudose,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1259,
943,vizibil,ONI 2005,Prof. Nistor-Eugen Moţ,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=684,
944,kreg,.campion 2006,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=304,
945,regine,LOT SV 2005,Marius Andrei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=877,
946,politie,ONI 2004,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=937,
947,fbr,.campion 2008,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=60,
948,red,.campion 2006,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=308,
949,produs,.campion 2003,Mihai Stroe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=609,
950,robot1,.campion 2004,Prof. Sergiu Corlat,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=501,
951,tgraf,.campion 2003,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=571,
952,jokes,.campion 2005,Prof. Carmen Popescu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=456,
953,spirala,.campion 2004,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=530,
954,borcane,ONI 2008,Prof. Marinel Şerban,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=845,
955,matrice,ONI 2009,Paul Băltescu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=317,
956,race,.campion 2006,Prof. Alin Burţa,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=302,
957,cai1,.campion 2005,Prof. Alin Burţa,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=433,
958,caini,.campion 2004,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=486,
959,lift,.campion 2003,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=580,
960,ogorul,OMI Iaşi 2003,,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=920,
961,camera616,.campion 2010,stud.  Cosmin-Mihai Tutunaru,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1192,
962,m4,.campion 2009,stud. Vlad Duta,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1073,
963,reziduu,.campion 2009,Prof. Dan Pracsiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=972,
964,cerc,LOTJ CJ 2009,Prof. Rodica Pintea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1047,
965,arthur,.campion 2006,Prof. Carmen Popescu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=323,
966,matrice1,ONI 2006,Tiberiu Dăneţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=743,
967,pavari,ONI 2001,Prof. Doru Popescu Anastasiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1223,
968,tricouri,.campion 2007,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=231,
969,orientare,Finala .campion 2010,Prof. Zoltan Szabo,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1125,
970,aranjari,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=729,
971,cs,.campion 2007,Prof. Doru Popescu Anastasiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=181,
972,joc5,.campion 2004,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=511,
973,scoici,.campion 2005,Ştefan Gheorghe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=419,
974,cartonase2,.campion 2005,Prof. Rodica Pintea,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=414,
975,traseu,Şansa de a deveni campion 2002,Daniel Dumitran,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=662,
976,atletism,.campion 2010,Prof. Marius Nicoli,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1182,
977,teatru1,Finala .campion 2006,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=479,
978,egal,.campion 2008,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=64,
979,bile,ONI 2009,Mugurel Ionuţ Andreica,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=151,
980,picnic,.campion 2008,Prof. Alin Burţa,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=98,
981,carti2,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=721,
982,logn,.campion 2003,Marius Andrei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=587,
983,pendul,Finala .campion 2008,Prof. Sergiu Corlat,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=267,
984,copaci,.campion 2007,Mircea Paşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=158,
985,greutati,.campion 2009,Prof. Ilie Vieru,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1086,
986,select,.campion 2010,Prof. Lucian Ilea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1174,
987,atac1,.campion 2005,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=460,
988,bilete,.campion 2006,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=297,
989,bombe,Lot IS 2008,Mihai Pătraşcu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=556,
990,harta,.campion 2008,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=89,
991,sponsori,.campion 2005,Alexandru Moşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=453,
992,goe,ONI 2011,Prof. Ana Întuneric,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1283,
993,kpal,Finala .campion 2009,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=116,
994,aparitii,.campion 2003,Marius Andrei,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=568,
995,axa,.campion 2007,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=237,
996,cafea,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=733,
997,lover,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=701,
998,trenuri,.campion 2007,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=183,
999,cod3,Şansa de a deveni campion 2002,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=699,
1000,onu2,.campion 2005,Prof. Doru Popescu Anastasiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=397,
1001,treegame,.campion 2009,Silviu Gănceanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1024,
1002,standard,.campion 2009,Stud. Filip-Cristian Buruiană,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=982,
1003,2sir,.campion 2008,Stud. Andrei Grigorean,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=76,
1004,balls,.campion 2006,Prof. Alin Burţa,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=312,
1005,joc,.campion 2007,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=203,
1006,medalii,.campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1021,
1007,adevar,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=655,
1008,mahjong,.campion 2010,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1250,
1009,pitici1,Lot PH 2006,Dan Ionut Fechete,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=813,
1010,alpinist,ONI 2001,Mihai Stroe,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1228,
1011,cutie,.campion 2007,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=222,
1012,accesibil,.campion 2009,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=975,
1013,friends,.campion 2007,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=230,
1014,avere,ONI 2005,Emilian Miron,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=669,
1015,stalpi,Finala .campion 2007,Prof. Constantin Gălăţan,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=356,
1016,partitie,.campion 2010,Prof. Ciprian Cheşcă,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1161,
1017,count,.campion 2005,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=464,
1018,cifra,.campion 2006,Radu Boriga,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=287,
1019,div,ONI 2008,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=255,
1020,graphgame,.campion 2009,Stud. Vlad Tudose,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1088,
1021,kafka,.campion 2006,Radu Boriga,1,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=325,
1022,activ,Finala .campion 2010,Prof. Dana Lica,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1126,
1023,prefix,IOI 1996,,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=704,
1024,puncte,.campion 2004,Prof. Dana Lica,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=527,
1025,program,.campion 2005,Ştefan Ciobâcă,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=418,
1026,index,.campion 2007,Prof. Emanuela Cerchez,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=156,
1027,na,.campion 2004,Marius Andrei,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=502,
1028,vmem,.campion 2007,Mugurel Ionuţ Andreica,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=239,
1029,young,.campion 2005,Prof. Doru Popescu Anastasiu,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=454,
1030,oras,.campion 2003,Prof. Emanuela Cerchez,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=608,
1031,mofocarburi,LOT AR 2011,Prof. Adrian Panaete,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1348,
1032,secvnumber,.campion 2010,stud.  Cosmin-Mihai Tutunaru,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1210,
1033,sirag1,Lot IS 2008,Prof. Emanuela Cerchez,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=546,
1034,nx,.campion 2010,Prof. Emanuela Cerchez,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1177,
1035,algola,Finala .campion 2005,Silviu Gănceanu,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=589,
1036,pstring,.campion 2005,Emilian Miron,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=401,
1037,fni,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=691,
1038,entries,ONI 2001,Bogdan Dumitru,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1227,
1039,joc12,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=687,
1040,permutari,.campion 2009,Prof. Dan Pracsiu,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1022,
1041,maxperm,POI 2009,,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=626,
1042,secvop,.campion 2008,Prof. Emanuela Cerchez,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=110,
1043,distsir,.campion 2009,Prof. Emanuela Cerchez,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1095,
1044,pestera,.campion 2010,Prof. Emanuela Cerchez,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1160,
1045,avion,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=709,
1046,ambigram,.campion 2005,Prof. Carmen Popescu,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=445,
1047,robotel,Finala .campion 2011,stud. Vlad Duta,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1307,
1048,barfa,.campion 2008,Stud. Andrei Grigorean,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=91,
1049,cai,.campion 2008,Prof. Dan Pracsiu,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=39,
1050,ff,Finala .campion 2009,Prof. Sergiu Corlat,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=120,
1051,albine,.campion 2005,Prof. Doru Popescu Anastasiu,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=458,
1052,pizza1,.campion 2005,Prof. Emanuela Cerchez,1,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=457,
1053,comb,.campion 2004,Ştefan Ciobâcă,2,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=521,
1054,judete,.campion 2005,Dan Ionut Fechete,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=379,
1055,numere3,.campion 2006,Mircea Paşoi,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=279,
1056,grazing,.campion 2005,Cosmin Negruşeri,3,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=400,
1057,joc9,ONI 2005,Prof. Cristina Luca,1,4,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=651,
